vdd,gm
60,2.466845551309748e-05
70,3.0529051674221914e-05
80,3.7170589690155245e-05
90,4.4642794443813466e-05
100,5.304578289438429e-05
110,6.249742713122178e-05
120,7.313468019713222e-05
130,8.511513010959336e-05
140,9.861815120444245e-05
150,0.00011384799709680586
160,0.00013103518683781372
170,0.0001504377738312931
180,0.00017235455444038756
190,0.0001971192345934675
200,0.00022508749694576932
