beta_theory,gamma_theory,alpha_theory,m_beta,m_gamma,m_alpha,gm,area,fom
0.05878016072274912,0.017012542798525893,0.02095342295783221,12,3,825,-0.00010216605576079638,1040,-5.3828269631610314e-08
0.05878016072274912,0.020309176209047358,0.020699748383947596,12,4,815,-0.0001016172147775171,1031,-5.4091991258126845e-08
0.05878016072274912,0.024244620170823284,0.020405126811984614,12,5,804,-0.00010101060811994783,1021,-5.438982538927601e-08
0.05878016072274912,0.028942661247167517,0.0200645993249699,12,6,790,-0.00010023811047847229,1008,-5.47868990372061e-08
0.05878016072274912,0.0345510729459222,0.019673205885323636,12,7,775,-9.940807272644472e-05,994,-5.522670707024707e-08
0.05878016072274912,0.04124626382901352,0.019226226608954473,12,8,757,-9.841236233639179e-05,977,-5.578046700999376e-08
0.05878016072274912,0.04923882631706739,0.018719493508484675,12,10,737,-9.727733541116616e-05,959,-5.637697070448001e-08
0.05878016072274912,0.05878016072274912,0.018149768105208672,12,12,715,-9.602202331423002e-05,939,-5.706764728053608e-08
0.05878016072274912,0.07017038286703829,0.01751516792192029,12,14,690,-9.45930501196545e-05,916,-5.7904658496360485e-08
0.05878016072274912,0.0837677640068292,0.016815609289962726,12,17,662,-9.294405625124847e-05,891,-5.884471867402466e-08
0.05878016072274912,0.1,0.01605321738291634,12,20,632,-9.116513686660077e-05,864,-5.992659922341764e-08
0.05878016072274912,0.1193776641714437,0.015232640911071982,12,24,600,-8.919587921554381e-05,836,-6.109306795585193e-08
0.05878016072274912,0.14251026703029984,0.01436120372910919,12,29,566,-8.701615388878608e-05,807,-6.234856688600648e-08
0.05878016072274912,0.17012542798525893,0.013448833835352347,12,34,530,-8.468724108066185e-05,776,-6.380895198964876e-08
0.05878016072274912,0.20309176209047358,0.012507734629276561,12,41,493,-8.209486286439726e-05,746,-6.522090922873812e-08
0.05878016072274912,0.24244620170823283,0.011551802007892742,12,48,455,-7.939453458955176e-05,715,-6.681916730310702e-08
0.05878016072274912,0.28942661247167517,0.010595836514847672,12,58,417,-7.634773950359224e-05,687,-6.812626218331034e-08
0.05878016072274912,0.345510729459222,0.009654640721797537,12,69,380,-7.318848087043438e-05,661,-6.929414965956672e-08
0.05878016072274912,0.41246263829013524,0.008742116348536036,12,82,344,-6.981685901648331e-05,638,-7.011414298273009e-08
0.05878016072274912,0.49238826317067413,0.007870475684785619,12,98,310,-6.618535992983664e-05,620,-7.023064508683854e-08
0.05878016072274912,0.5878016072274915,0.007049657644396095,12,118,278,-6.220867254335244e-05,608,-6.934264373032866e-08
0.05878016072274912,0.701703828670383,0.006286997865398857,12,140,248,-5.816143872041011e-05,600,-6.779354569238404e-08
0.05878016072274912,0.837677640068292,0.005587156629362595,12,168,220,-5.36839990703726e-05,600,-6.477316490151135e-08
0.05878016072274912,1.0,0.0049522696089485865,12,200,195,-4.9152559692429704e-05,607,-6.069715941273118e-08
0.05878016072274912,1.1937766417144369,0.004382261993265812,12,239,173,-4.4403930945625325e-05,624,-5.5234265779711065e-08
0.05878016072274912,1.4251026703029992,0.0038752582470251476,12,285,153,-3.9554041058522245e-05,650,-4.888525936637612e-08
0.05878016072274912,1.7012542798525891,0.003428024892631722,12,340,135,-3.462402127173959e-05,687,-4.184677456096156e-08
0.05878016072274912,2.030917620904737,0.0030363971582064034,12,406,120,-2.9735771055442323e-05,738,-3.446426872443478e-08
0.05878016072274912,2.424462017082328,0.00269565685203796,12,485,106,-2.488107591531806e-05,803,-2.724483806591702e-08
0.05878016072274912,2.8942661247167516,0.002400844413077487,12,579,95,-2.0275517799715473e-05,886,-2.058846242863066e-08
0.05878016072274912,3.4551072945922217,0.0021470004911157328,12,691,85,-1.6001547260195658e-05,988,-1.4865800130244942e-08
0.05878016072274912,4.1246263829013525,0.001929340900205721,12,825,76,-1.2077692226693096e-05,1113,-1.01319521380936e-08
0.05878016072274912,4.923882631706742,0.0017433736546819574,12,985,69,-8.448643078086272e-06,1266,-6.315514799430594e-09
0.05878016072274912,5.878016072274912,0.0015849688282841118,12,1176,62,-5.040522494774805e-06,1450,-3.328219913617086e-09
0.05878016072274912,7.01703828670383,0.001450392077494523,12,1403,57,-1.9934832680593494e-06,1672,-1.151450526812156e-09
0.05878016072274912,8.376776400682925,0.0013363116380040328,12,1675,53,7.605377725622953e-07,1940,
0.05878016072274912,10.0,0.0012397870409376177,12,2000,49,3.2611608407250043e-06,2261,
0.07017038286703829,0.01,0.025430405583017287,14,2,1001,-0.00012061931234902076,1217,-5.341770400392409e-08
0.07017038286703829,0.011937766417144363,0.025245270675908628,14,2,994,-0.00012024047259688047,1210,-5.3588829730844855e-08
0.07017038286703829,0.014251026703029978,0.02502788282631345,14,3,986,-0.0001198034493508694,1203,-5.376112857015194e-08
0.07017038286703829,0.017012542798525893,0.02477339377189776,14,3,976,-0.0001192622497049546,1193,-5.401272155620125e-08
0.07017038286703829,0.020309176209047358,0.024476523898957415,14,4,964,-0.00011860446954676444,1182,-5.429215473448404e-08
0.07017038286703829,0.024244620170823284,0.02413164158964915,14,5,950,-0.00011783430541431478,1169,-5.462879249620527e-08
0.07017038286703829,0.028942661247167517,0.023732897443411533,14,6,935,-0.00011700600604641208,1155,-5.499953278481342e-08
0.07017038286703829,0.0345510729459222,0.02327442612352275,14,7,917,-0.00011601145620577257,1138,-5.546329085030815e-08
0.07017038286703829,0.04124626382901352,0.022750626360545527,14,8,896,-0.0001148507766479554,1118,-5.602914210277651e-08
0.07017038286703829,0.04923882631706739,0.022156524146191327,14,10,873,-0.00011354685156464897,1097,-5.663410588185512e-08
0.07017038286703829,0.05878016072274912,0.02148821442101984,14,12,846,-0.00011201272400548303,1072,-5.7388271582446835e-08
0.07017038286703829,0.07017038286703829,0.020743362199240407,14,14,817,-0.00011035747181703966,1045,-5.824596861582941e-08
0.07017038286703829,0.0837677640068292,0.019921725846968323,14,17,785,-0.00010847452297519653,1016,-5.9198058816413736e-08
0.07017038286703829,0.1,0.019025645671462765,14,20,749,-0.00010635032322438325,983,-6.035910192307615e-08
0.07017038286703829,0.1193776641714437,0.01806042467615828,14,24,711,-0.0001040245724281816,949,-6.160987208795195e-08
0.07017038286703829,0.14251026703029984,0.017034521439941785,14,29,671,-0.00010147417047781654,914,-6.29554859525862e-08
0.07017038286703829,0.17012542798525893,0.015959483703513275,14,34,628,-9.871441167000027e-05,876,-6.455635376556468e-08
0.07017038286703829,0.20309176209047358,0.014849578893731043,14,41,585,-9.571590816075104e-05,840,-6.608389130126418e-08
0.07017038286703829,0.24244620170823283,0.013721122702461496,14,48,540,-9.25470470343183e-05,802,-6.786964434901607e-08
0.07017038286703829,0.28942661247167517,0.01259156059473997,14,58,496,-8.903618456304679e-05,768,-6.935146479549381e-08
0.07017038286703829,0.345510729459222,0.011478406261790924,14,69,452,-8.533357362514268e-05,735,-7.081154249107337e-08
0.07017038286703829,0.41246263829013524,0.010398171285764002,14,82,409,-8.137860516015088e-05,705,-7.199352875203551e-08
0.07017038286703829,0.49238826317067413,0.00936542218112258,14,98,369,-7.716222623133264e-05,681,-7.246912565398084e-08
0.07017038286703829,0.5878016072274915,0.008392073913792767,14,118,330,-7.247700798520189e-05,662,-7.210207718384589e-08
0.07017038286703829,0.701703828670383,0.007486981487563671,14,140,295,-6.77992762595542e-05,649,-7.093458491269534e-08
0.07017038286703829,0.837677640068292,0.006655837200537116,14,168,262,-6.260654627372905e-05,644,-6.831196127981958e-08
0.07017038286703829,1.0,0.005901334587272763,14,200,232,-5.732212645512879e-05,646,-6.460432609224686e-08
0.07017038286703829,1.1937766417144369,0.005223530025974874,14,239,206,-5.181129352420515e-05,659,-5.933224946659011e-08
0.07017038286703829,1.4251026703029992,0.004620322090058374,14,285,182,-4.616130200902147e-05,681,-5.304189687114661e-08
0.07017038286703829,1.7012542798525891,0.0040879739851477906,14,340,161,-4.045015182843789e-05,715,-4.583898262594385e-08
0.07017038286703829,2.030917620904737,0.0036216198937383485,14,406,143,-3.475637482615098e-05,763,-3.812176416679571e-08
0.07017038286703829,2.424462017082328,0.003215715493064532,14,485,127,-2.9139476594241567e-05,826,-3.041445035304105e-08
0.07017038286703829,2.8942661247167516,0.0028644114859783165,14,579,113,-2.372954853135954e-05,906,-2.3184254857120077e-08
0.07017038286703829,3.4551072945922217,0.002561843901856309,14,691,101,-1.8744009518206216e-05,1006,-1.6870688290436182e-08
0.07017038286703829,4.1246263829013525,0.0023023452301861934,14,825,91,-1.4207001631288701e-05,1130,-1.1600961614261089e-08
0.07017038286703829,4.923882631706742,0.0020805864317567837,14,985,82,-9.93839064253361e-06,1281,-7.274051177308905e-09
0.07017038286703829,5.878016072274912,0.0018916624429856127,14,1176,74,-5.97869702406055e-06,1464,-3.879852185689798e-09
0.07017038286703829,7.01703828670383,0.0017311340167166195,14,1403,68,-2.419743512857384e-06,1685,-1.3782058146272662e-09
0.07017038286703829,8.376776400682925,0.001595037581864448,14,1675,63,8.082863642229001e-07,1952,
0.07017038286703829,10.0,0.001479872981230975,14,2000,58,3.7422105896666163e-06,2272,
0.0837677640068292,0.01,0.030004585267369387,17,2,1182,-0.00014347680051904316,1401,-5.454810914390983e-08
0.0837677640068292,0.011937766417144363,0.029788854801422005,17,2,1173,-0.00014298972083771978,1392,-5.474506142520436e-08
0.0837677640068292,0.014251026703029978,0.029535491166428646,17,3,1163,-0.00014244437695903325,1383,-5.494436955511751e-08
0.0837677640068292,0.017012542798525893,0.029238817656040694,17,3,1151,-0.00014179493738393468,1371,-5.521523706170257e-08
0.0837677640068292,0.020309176209047358,0.02889264448654006,17,4,1138,-0.00014108223884608904,1359,-5.5489136308107326e-08
0.0837677640068292,0.024244620170823284,0.028490358305926274,17,5,1122,-0.00014020233831950297,1344,-5.583792866226302e-08
0.0837677640068292,0.028942661247167517,0.028025075293400495,17,6,1104,-0.0001392095036605181,1327,-5.624262821818311e-08
0.0837677640068292,0.0345510729459222,0.02748987295259702,17,7,1083,-0.0001380497581865212,1307,-5.6733088203163245e-08
0.0837677640068292,0.04124626382901352,0.02687811331276591,17,8,1058,-0.00013666912076723846,1283,-5.7344007840843214e-08
0.0837677640068292,0.04923882631706739,0.026183864087509716,17,10,1031,-0.00013513990288007365,1258,-5.799398468830405e-08
0.0837677640068292,0.05878016072274912,0.025402413253427764,17,12,1000,-0.00013337811829655525,1229,-5.87827758028009e-08
0.0837677640068292,0.07017038286703829,0.024530855963182573,17,14,966,-0.00013143885264358909,1197,-5.970042906360216e-08
0.0837677640068292,0.0837677640068292,0.023568711475712465,17,17,928,-0.00012920713294314128,1162,-6.074275684641266e-08
0.0837677640068292,0.1,0.02251850469135828,17,20,887,-0.00012678390234084676,1124,-6.19521824502789e-08
0.0837677640068292,0.1193776641714437,0.021386227162789918,17,24,842,-0.00012403519462237175,1083,-6.332591062469201e-08
0.0837677640068292,0.14251026703029984,0.020181583278429182,17,29,795,-0.00012104188208412892,1041,-6.480451980090423e-08
0.0837677640068292,0.17012542798525893,0.018917935984733777,17,34,745,-0.00011783051910169296,996,-6.65408397908815e-08
0.0837677640068292,0.20309176209047358,0.017611897387926498,17,41,694,-0.00011428475644666731,952,-6.828025311076098e-08
0.0837677640068292,0.24244620170823283,0.016282561274074136,17,48,641,-0.00011055656848591962,906,-7.029998504802092e-08
0.0837677640068292,0.28942661247167517,0.014950437688350714,17,58,589,-0.00010641573098171578,864,-7.20700350691579e-08
0.0837677640068292,0.345510729459222,0.013636208612977417,17,69,537,-0.00010204670739754225,823,-7.386766901984991e-08
0.0837677640068292,0.41246263829013524,0.012359461502477824,17,82,487,-9.742164793889546e-05,786,-7.537574890048238e-08
0.0837677640068292,0.49238826317067413,0.01113756221598779,17,98,439,-9.240042316551276e-05,754,-7.632866042617694e-08
0.0837677640068292,0.5878016072274915,0.009984799196660675,17,118,393,-8.686322905295408e-05,728,-7.641567761010106e-08
0.0837677640068292,0.701703828670383,0.008911875954599585,17,140,351,-8.128823257298325e-05,708,-7.575508142565352e-08
0.0837677640068292,0.837677640068292,0.007925765234448143,17,168,312,-7.512775747308183e-05,697,-7.354794755950369e-08
0.0837677640068292,1.0,0.007029882265932337,17,200,277,-6.887257811180826e-05,694,-7.012929507963533e-08
0.0837677640068292,1.1937766417144369,0.006224497505826153,17,239,245,-6.224210883843588e-05,701,-6.512043192972994e-08
0.0837677640068292,1.4251026703029992,0.005507294876732362,17,285,217,-5.55224454866474e-05,719,-5.877381281137253e-08
0.0837677640068292,1.7012542798525891,0.004873986562493416,17,340,192,-4.868709691791987e-05,749,-5.1320884721844955e-08
0.0837677640068292,2.030917620904737,0.004318913065225746,17,406,170,-4.183004907831793e-05,793,-4.3132655267393206e-08
0.0837677640068292,2.424462017082328,0.0038355800312448226,17,485,151,-3.508954081768591e-05,853,-3.474074375043158e-08
0.0837677640068292,2.8942661247167516,0.003417105459024302,17,579,135,-2.8616199151252782e-05,931,-2.6709164785563542e-08
0.0837677640068292,3.4551072945922217,0.0030565688533355133,17,691,120,-2.257379842469803e-05,1028,-1.958171272093861e-08
0.0837677640068292,4.1246263829013525,0.0027472664271253615,17,825,108,-1.7098022995048504e-05,1150,-1.3544919667793035e-08
0.0837677640068292,4.923882631706742,0.002482883837306958,17,985,98,-1.1983844905919248e-05,1300,-8.548166019401425e-09
0.0837677640068292,5.878016072274912,0.002257601215682105,17,1176,89,-7.227714852999314e-06,1482,-4.590307675159609e-09
0.0837677640068292,7.01703828670383,0.002066145681656764,17,1403,81,-2.8764616018994688e-06,1701,-1.6112464441192607e-09
0.0837677640068292,8.376776400682925,0.0019038052397702273,17,1675,75,1.033893348375697e-06,1967,
0.0837677640068292,10.0,0.0017664158494943086,17,2000,70,4.535768810522637e-06,2287,
0.1,0.01,0.03532794624750225,20,2,1391,-0.00016747549562903469,1613,-5.473699377346181e-08
0.1,0.011937766417144363,0.035077644440639856,20,2,1381,-0.000166934295983119,1603,-5.4926328945104364e-08
0.1,0.014251026703029978,0.034783611076155865,20,3,1370,-0.00016633496739280776,1593,-5.511795592577631e-08
0.1,0.017012542798525893,0.0344392229479865,20,3,1356,-0.00016557728788852699,1579,-5.5391098703525635e-08
0.1,0.020309176209047358,0.03403724738803371,20,4,1340,-0.00016470170440256016,1564,-5.568761982775229e-08
0.1,0.024244620170823284,0.0335699420840513,20,5,1322,-0.00016371239586247165,1547,-5.602981500351542e-08
0.1,0.028942661247167517,0.033029228175026286,20,6,1301,-0.00016255540701999368,1527,-5.644206574214028e-08
0.1,0.0345510729459222,0.03240695446932074,20,7,1276,-0.00016117677757726483,1503,-5.6952119962002245e-08
0.1,0.04124626382901352,0.03169526812520988,20,8,1248,-0.0001596307822907012,1476,-5.754700290228312e-08
0.1,0.04923882631706739,0.03088710031236094,20,10,1216,-0.00015782324881065095,1446,-5.822361095927565e-08
0.1,0.05878016072274912,0.029976762857664534,20,12,1180,-0.0001557809545167458,1412,-5.9025823930261374e-08
0.1,0.07017038286703829,0.028960632947427078,20,14,1140,-0.00015350497854518428,1374,-5.99722529087296e-08
0.1,0.0837677640068292,0.027837878359057263,20,17,1096,-0.0001509268861916231,1333,-6.103382596189931e-08
0.1,0.1,0.026611148518301053,20,20,1048,-0.00014809906353786172,1288,-6.228092767538929e-08
0.1,0.1193776641714437,0.025287132852420305,20,24,996,-0.0001449313448873909,1240,-6.368257209970423e-08
0.1,0.14251026703029984,0.02387687573043725,20,29,940,-0.0001413923120054669,1189,-6.52599981563126e-08
0.1,0.17012542798525893,0.022395745442150814,20,34,882,-0.00013768109307976065,1136,-6.70542220640929e-08
0.1,0.20309176209047358,0.02086298884787106,20,41,822,-0.00013354270978067234,1083,-6.891175396860091e-08
0.1,0.24244620170823283,0.0193008623846943,20,48,760,-0.0001292102653227913,1028,-7.105711907324641e-08
0.1,0.28942661247167517,0.017733403838891902,20,58,698,-0.00012434475289619447,976,-7.306145582412479e-08
0.1,0.345510729459222,0.016184979779222612,20,69,637,-0.00011927026180853481,926,-7.5084522190103e-08
0.1,0.41246263829013524,0.014678790667366019,20,82,578,-0.00011388447479631175,880,-7.689078183827896e-08
0.1,0.49238826317067413,0.013235524795122465,20,98,521,-0.00010802518899185,839,-7.823150328195157e-08
0.1,0.5878016072274915,0.01187232041734585,20,118,468,-0.00010166052446055695,806,-7.864079186564526e-08
0.1,0.701703828670383,0.010602132812037923,20,140,418,-9.515865937005638e-05,778,-7.846713121747508e-08
0.1,0.837677640068292,0.009433528187884734,20,168,371,-8.79498862842456e-05,759,-7.682286283170189e-08
0.1,1.0,0.008370859126848401,20,200,330,-8.069690072514836e-05,750,-7.381714299775737e-08
0.1,1.1937766417144369,0.007414730578106972,20,239,292,-7.297418358613018e-05,751,-6.919082905348558e-08
0.1,1.4251026703029992,0.00656264630107882,20,285,258,-6.510234235442966e-05,763,-6.31252592351837e-08
0.1,1.7012542798525891,0.005809729955439129,20,340,229,-5.7166972399993095e-05,789,-5.5655372483345425e-08
0.1,2.030917620904737,0.005149434894732201,20,406,203,-4.91682139263632e-05,829,-4.727167435138561e-08
0.1,2.424462017082328,0.004574183331205123,20,485,180,-4.1267039201116335e-05,885,-3.84881917563107e-08
0.1,2.8942661247167516,0.004075901804747994,20,579,161,-3.369583965824472e-05,960,-2.988703581409629e-08
0.1,3.4551072945922217,0.0036464415005581672,20,691,144,-2.6660524381001605e-05,1055,-2.2129323998972082e-08
0.1,4.1246263829013525,0.003277887247529346,20,825,129,-2.0196678601944542e-05,1174,-1.5438997218952222e-08
0.1,4.923882631706742,0.0029627681839825117,20,985,117,-1.4191704237625674e-05,1322,-9.830228470038841e-09
0.1,5.878016072274912,0.0026941872782384442,20,1176,106,-8.58992148855508e-06,1502,-5.327942172725574e-09
0.1,7.01703828670383,0.002465887618059383,20,1403,97,-3.503564646257076e-06,1720,-1.9241051833493014e-09
0.1,8.376776400682925,0.002272271997526317,20,1675,89,1.1412804558588886e-06,1984,
0.1,10.0,0.0021083898925250946,20,2000,83,5.26424574562725e-06,2303,
0.1193776641714437,0.01,0.04149561522040338,24,2,1634,-0.00019698962848206143,1860,-5.53441148077355e-08
0.1193776641714437,0.011937766417144363,0.041206649438681464,24,2,1623,-0.0001963943088715538,1849,-5.55269298914179e-08
0.1193776641714437,0.014251026703029978,0.04086710658043606,24,3,1609,-0.00019563309689839687,1836,-5.574608957143093e-08
0.1193776641714437,0.017012542798525893,0.04046929107654536,24,3,1594,-0.0001948212974295247,1821,-5.6003086568065825e-08
0.1193776641714437,0.020309176209047358,0.04000478470857848,24,4,1575,-0.0001937830313787215,1803,-5.631590566077347e-08
0.1193776641714437,0.024244620170823284,0.03946455636967581,24,5,1554,-0.00019263026086091122,1783,-5.6669959890358564e-08
0.1193776641714437,0.028942661247167517,0.03883915570526038,24,6,1529,-0.00019125492994976557,1759,-5.710534281723345e-08
0.1193776641714437,0.0345510729459222,0.038119011650282045,24,7,1501,-0.0001897113370930992,1732,-5.76097882482749e-08
0.1193776641714437,0.04124626382901352,0.037294854344046745,24,8,1469,-0.00018794553547677866,1701,-5.820981908744492e-08
0.1193776641714437,0.04923882631706739,0.036358271478516675,24,10,1432,-0.00018585865159345176,1666,-5.890401219335582e-08
0.1193776641714437,0.05878016072274912,0.03530239616970509,24,12,1390,-0.00018348020449802214,1626,-5.973440698594288e-08
0.1193776641714437,0.07017038286703829,0.03412270197255563,24,14,1344,-0.00018086552484806434,1582,-6.069801757459135e-08
0.1193776641714437,0.0837677640068292,0.032817852348588764,24,17,1292,-0.00017782898649618378,1533,-6.18174376351154e-08
0.1193776641714437,0.1,0.031390520057767705,24,20,1236,-0.00017453765699751284,1480,-6.311388314247022e-08
0.1193776641714437,0.1193776641714437,0.029848063209448553,24,24,1175,-0.00017083489298226376,1423,-6.458786124093148e-08
0.1193776641714437,0.14251026703029984,0.02820292860061251,24,29,1111,-0.00016679243542526667,1364,-6.620218597198849e-08
0.1193776641714437,0.17012542798525893,0.026472659800614223,24,34,1042,-0.00016240507088152945,1300,-6.813207766207271e-08
0.1193776641714437,0.20309176209047358,0.024679424428446218,24,41,972,-0.00015759729660852137,1237,-7.010930147895855e-08
0.1193776641714437,0.24244620170823283,0.022849041823241153,24,48,900,-0.00015258060689573756,1172,-7.238169207577683e-08
0.1193776641714437,0.28942661247167517,0.02100957792007018,24,58,827,-0.00014689464330103067,1109,-7.460064766339137e-08
0.1193776641714437,0.345510729459222,0.01918965827905218,24,69,756,-0.000141009553172057,1049,-7.6834393960494e-08
0.1193776641714437,0.41246263829013524,0.017416709133625523,24,82,686,-0.00013468913969391102,992,-7.89761819201561e-08
0.1193776641714437,0.49238826317067413,0.015715351842391298,24,98,619,-0.0001278511593473715,941,-8.067540785189651e-08
0.1193776641714437,0.5878016072274915,0.014106143282023668,24,118,555,-0.00012032887237276233,897,-8.162316671602383e-08
0.1193776641714437,0.701703828670383,0.012604783934121297,24,140,496,-0.00011271756147449977,860,-8.192635878772223e-08
0.1193776641714437,0.837677640068292,0.011221827983995923,24,168,442,-0.00010435036184733842,834,-8.066164882145384e-08
0.1193776641714437,1.0,0.009962849116464088,24,200,392,-9.575307059665864e-05,816,-7.82500903803761e-08
0.1193776641714437,1.1937766417144369,0.008828959184588371,24,239,348,-8.672314439036637e-05,811,-7.393781706370968e-08
0.1193776641714437,1.4251026703029992,0.007817551461627716,24,285,308,-7.746226086538387e-05,817,-6.810946863273649e-08
0.1193776641714437,1.7012542798525891,0.006923142878455362,24,340,273,-6.80602957966628e-05,837,-6.071824554532241e-08
0.1193776641714437,2.030917620904737,0.00613821161670503,24,406,242,-5.858968706188439e-05,872,-5.2140900489360307e-08
0.1193776641714437,2.424462017082328,0.005453957282861959,24,485,215,-4.924129340636544e-05,924,-4.290806326800753e-08
0.1193776641714437,2.8942661247167516,0.0048609420206097535,24,579,191,-4.0173405297624024e-05,994,-3.3684435619821596e-08
0.1193776641714437,3.4551072945922217,0.004349596941566494,24,691,171,-3.1815062112912306e-05,1086,-2.5173330574212164e-08
0.1193776641714437,4.1246263829013525,0.00391059693708529,24,825,154,-2.4161935662993104e-05,1203,-1.7724944733555196e-08
0.1193776641714437,4.923882631706742,0.0035351183326347863,24,985,139,-1.6951541320779835e-05,1348,-1.1357360053049683e-08
0.1193776641714437,5.878016072274912,0.0032149992711294297,24,1176,127,-1.0319083026478981e-05,1527,-6.219762173300252e-09
0.1193776641714437,7.01703828670383,0.0029428238900364614,24,1403,116,-4.225767293668939e-06,1743,-2.2674804649336457e-09
0.1193776641714437,8.376776400682925,0.002711949914303632,24,1675,107,1.3050953264311353e-06,2006,
0.1193776641714437,10.0,0.0025164965055169027,24,2000,99,6.290696893242867e-06,2323,
0.14251026703029984,0.01,0.0486048194484294,29,2,1914,-0.00023175723243093748,2145,-5.6040108819830324e-08
0.14251026703029984,0.011937766417144363,0.048273135804012574,29,2,1901,-0.00023105367289124806,2132,-5.623057280806419e-08
0.14251026703029984,0.014251026703029978,0.047883278856764674,29,3,1886,-0.00023023934490700235,2118,-5.6438958510727535e-08
0.14251026703029984,0.017012542798525893,0.04742635010314211,29,3,1868,-0.00022926518554435525,2100,-5.671062689089406e-08
0.14251026703029984,0.020309176209047358,0.04689259621285056,29,4,1847,-0.00022811880130460644,2080,-5.701715655171023e-08
0.14251026703029984,0.024244620170823284,0.04627152765090882,29,5,1822,-0.00022674881064766147,2056,-5.739197612877674e-08
0.14251026703029984,0.028942661247167517,0.045552132563881936,29,6,1794,-0.00022520953729093896,2029,-5.782372656875878e-08
0.14251026703029984,0.0345510729459222,0.04472321057863612,29,7,1761,-0.00022339293910575675,1997,-5.835090509600692e-08
0.14251026703029984,0.04124626382901352,0.04377384872437765,29,8,1724,-0.00022135332810116517,1961,-5.8965286817431506e-08
0.14251026703029984,0.04923882631706739,0.04269405376969187,29,10,1681,-0.00021893296663539689,1920,-5.968338130422133e-08
0.14251026703029984,0.05878016072274912,0.04147553989622075,29,12,1633,-0.00021621804226755183,1874,-6.052594455915254e-08
0.14251026703029984,0.07017038286703829,0.04011264654115116,29,14,1580,-0.00021320990252707243,1823,-6.151113684353829e-08
0.14251026703029984,0.0837677640068292,0.038603328922789934,29,17,1520,-0.00020971339090558992,1766,-6.266086736751222e-08
0.14251026703029984,0.1,0.036950126681847176,29,20,1455,-0.00020590223817728475,1704,-6.400044702762798e-08
0.14251026703029984,0.1193776641714437,0.035160981523199505,29,24,1385,-0.0002016604958774407,1638,-6.550821721590458e-08
0.14251026703029984,0.14251026703029984,0.033249753566216136,29,29,1309,-0.0001968916766441217,1567,-6.723615834259507e-08
0.14251026703029984,0.17012542798525893,0.03123629045499208,29,34,1230,-0.00019187421539098714,1493,-6.921369864763983e-08
0.14251026703029984,0.20309176209047358,0.02914594227749544,29,41,1148,-0.00018627499558545154,1418,-7.131726683261797e-08
0.14251026703029984,0.24244620170823283,0.02700848980615173,29,48,1064,-0.00018044932791944456,1341,-7.372621219477543e-08
0.14251026703029984,0.28942661247167517,0.024856552204602377,29,58,979,-0.00017386111968326087,1266,-7.611599874057022e-08
0.14251026703029984,0.345510729459222,0.022723640381615666,29,69,895,-0.00016696782707862528,1193,-7.86174908553655e-08
0.14251026703029984,0.41246263829013524,0.020642095796028246,29,82,813,-0.0001596116854410102,1124,-8.104090612992516e-08
0.14251026703029984,0.49238826317067413,0.01864117917285744,29,98,734,-0.00015162276068730654,1061,-8.311011022347921e-08
0.14251026703029984,0.5878016072274915,0.016745541404722935,29,118,659,-0.00014285595531023226,1006,-8.446218150496184e-08
0.14251026703029984,0.701703828670383,0.014974230134760128,29,140,590,-0.0001339798764428586,959,-8.519641132065282e-08
0.14251026703029984,0.837677640068292,0.013340284050504803,29,168,525,-0.00012410471478796852,922,-8.453999644956984e-08
0.14251026703029984,1.0,0.0118508704525382,29,200,467,-0.00011406417624594875,896,-8.255469880576454e-08
0.14251026703029984,1.1937766417144369,0.010507851651873278,29,239,414,-0.00010338161130345671,882,-7.87633413356012e-08
0.14251026703029984,1.4251026703029992,0.009308631757789914,29,285,367,-9.247124228930177e-05,881,-7.323410704953098e-08
0.14251026703029984,1.7012542798525891,0.008247135209552277,29,340,325,-8.131872553481217e-05,894,-6.600545903799689e-08
0.14251026703029984,2.030917620904737,0.0073147921250841415,29,406,288,-7.007291155066441e-05,923,-5.731841732704938e-08
0.14251026703029984,2.424462017082328,0.00650144100450597,29,485,256,-5.895937081796674e-05,970,-4.769249564644951e-08
0.14251026703029984,2.8942661247167516,0.005796096099214311,29,579,228,-4.817878090070466e-05,1036,-3.784307912899386e-08
0.14251026703029984,3.4551072945922217,0.005187558080008659,29,691,204,-3.81810147072193e-05,1124,-2.8575181645326382e-08
0.14251026703029984,4.1246263829013525,0.00466486951674234,29,825,184,-2.903200892027307e-05,1238,-2.031119446484655e-08
0.14251026703029984,4.923882631706742,0.00421763093748237,29,985,166,-2.0383244959251655e-05,1380,-1.3128120465305323e-08
0.14251026703029984,5.878016072274912,0.0038362002862484916,29,1176,151,-1.238011807924551e-05,1556,-7.22698715689389e-09
0.14251026703029984,7.01703828670383,0.0035118004473668023,29,1403,138,-5.044714235884639e-06,1770,-2.6363530226413305e-09
0.14251026703029984,8.376776400682925,0.00323655808565722,29,1675,127,1.622898604579696e-06,2031,
0.14251026703029984,10.0,0.0030034939175116768,29,2000,118,7.601009435625926e-06,2347,
0.17012542798525893,0.01,0.056751075354603636,34,2,2235,-0.00026787086342141284,2471,-5.585996234337341e-08
0.17012542798525893,0.011937766417144363,0.05637287038692315,34,2,2220,-0.0002670590639525407,2456,-5.604832604779648e-08
0.17012542798525893,0.014251026703029978,0.05592817699198192,34,3,2202,-0.0002660837575229175,2439,-5.6265437997013695e-08
0.17012542798525893,0.017012542798525893,0.05540676312586563,34,3,2182,-0.0002650013582310875,2419,-5.6524217459513405e-08
