beta_theory,gamma_theory,alpha_theory,m_beta,m_gamma,m_alpha,gm,area,fom
0.345510729459222,0.1193776641714437,0.07644063705688056,69,24,3010,-0.00041898426898188533,3303,-6.512641355766551e-08
0.345510729459222,0.14251026703029984,0.07273693205126758,69,29,2864,-0.00041011274520085265,3162,-6.678751534075925e-08
0.345510729459222,0.17012542798525893,0.06878459890018822,69,34,2709,-0.0004006023970869445,3012,-6.872150580628826e-08
0.345510729459222,0.20309176209047358,0.06462541649814195,69,41,2545,-0.00038993379994323114,2855,-7.087385945385712e-08
0.345510729459222,0.24244620170823283,0.060312364705815275,69,48,2375,-0.00037871795238102613,2692,-7.336651537795935e-08
0.345510729459222,0.28942661247167517,0.05590732824675068,69,58,2202,-0.0003661591440462939,2529,-7.598113001782371e-08
0.345510729459222,0.345510729459222,0.051477748267452335,69,69,2027,-0.00035283279332911716,2365,-7.887916007071574e-08
0.345510729459222,0.41246263829013524,0.0470925779291415,69,82,1855,-0.0003386289707893796,2206,-8.188938159928892e-08
0.345510729459222,0.49238826317067413,0.04281804359606077,69,98,1686,-0.00032311583765261406,2053,-8.488662310521487e-08
0.345510729459222,0.5878016072274915,0.038713755076902244,69,118,1525,-0.0003061402618434671,1912,-8.75186569020775e-08
0.345510729459222,0.701703828670383,0.03482963356415793,69,140,1372,-0.00028862332214020476,1781,-8.99732290921745e-08
0.345510729459222,0.837677640068292,0.03120395817798219,69,168,1229,-0.0002691920032761868,1666,-9.143253195348989e-08
0.345510729459222,1.0,0.027862621956920446,69,200,1097,-0.0002490486412910018,1566,-9.200579312381848e-08
0.345510729459222,1.1937766417144369,0.02481949242812319,69,239,977,-0.00022748551973068919,1485,-9.095491536883633e-08
0.345510729459222,1.4251026703029992,0.022077633086634265,69,285,869,-0.0002051264197353707,1423,-8.815968115979761e-08
0.345510729459222,1.7012542798525891,0.01963107789312124,69,340,773,-0.00018200465278623627,1382,-8.32622661333609e-08
0.345510729459222,2.030917620904737,0.017466855089865174,69,406,688,-0.00015833137838558873,1363,-7.617505647556373e-08
0.345510729459222,2.424462017082328,0.01556700820180201,69,485,613,-0.0001345068807500445,1367,-6.710179032887897e-08
0.345510729459222,2.8942661247167516,0.01391043598353242,69,579,548,-0.00011108295047619999,1396,-5.650430865762594e-08
0.345510729459222,3.4551072945922217,0.012474448303843418,69,691,491,-8.8943754546049e-05,1451,-4.5341527775763656e-08
0.345510729459222,4.1246263829013525,0.011235998240011695,69,825,442,-6.834983479487216e-05,1536,-3.42488950106591e-08
0.345510729459222,4.923882631706742,0.010172596350102541,69,985,401,-4.882356701167801e-05,1655,-2.356304270751434e-08
0.345510729459222,5.878016072274912,0.009262941172535424,69,1176,365,-3.0461593829511777e-05,1810,-1.3911944569561462e-08
0.345510729459222,7.01703828670383,0.008487313546926415,69,1403,334,-1.349872666587186e-05,2006,-5.735937836060722e-09
0.345510729459222,8.376776400682925,0.007827785507643344,69,1675,308,2.0616845013481632e-06,2252,
0.345510729459222,10.0,0.007268291208840381,69,2000,286,1.617522838018754e-05,2555,
0.41246263829013524,0.01,0.11554127661237884,82,2,4550,-0.0005383320045830856,4834,-5.627555975152474e-08
0.41246263829013524,0.011937766417144363,0.11490340933686834,82,2,4525,-0.0005369790054682987,4809,-5.643499794727259e-08
0.41246263829013524,0.014251026703029978,0.11415152064640836,82,3,4495,-0.0005353766352382951,4780,-5.662485036577137e-08
0.41246263829013524,0.017012542798525893,0.11326730816278403,82,3,4460,-0.0005334824364775931,4745,-5.685385217272983e-08
0.41246263829013524,0.020309176209047358,0.11223035221760015,82,4,4420,-0.0005313270455350655,4706,-5.711474454304785e-08
0.41246263829013524,0.024244620170823284,0.1110181985391993,82,5,4372,-0.0005287271380642116,4659,-5.743363351077915e-08
0.41246263829013524,0.028942661247167517,0.10960659861217795,82,6,4316,-0.0005256829722506458,4604,-5.7814119139286924e-08
0.41246263829013524,0.0345510729459222,0.10796996177274754,82,7,4252,-0.0005221948003682548,4541,-5.826064258806736e-08
0.41246263829013524,0.04124626382901352,0.10608207676476084,82,8,4178,-0.0005181546290030497,4468,-5.879355200009187e-08
0.41246263829013524,0.04923882631706739,0.10391715674524207,82,10,4092,-0.0005133982827207839,4384,-5.942329840003147e-08
0.41246263829013524,0.05878016072274912,0.10145124610682055,82,12,3995,-0.0005080062381188167,4289,-6.016322486544171e-08
0.41246263829013524,0.07017038286703829,0.09866399526477822,82,14,3885,-0.0005018720346785535,4181,-6.104459516366475e-08
0.41246263829013524,0.0837677640068292,0.09554075727219936,82,17,3762,-0.000494875093584817,4061,-6.206513261271326e-08
0.41246263829013524,0.1,0.0920748878880081,82,20,3626,-0.00048709697984777796,3928,-6.326723589535551e-08
0.41246263829013524,0.1193776641714437,0.0882700450564529,82,24,3476,-0.0004783099125097221,3782,-6.466233959931569e-08
0.41246263829013524,0.14251026703029984,0.08414219991423177,82,29,3314,-0.0004685416140539541,3625,-6.625717862168377e-08
0.41246263829013524,0.17012542798525893,0.0797210134081016,82,34,3139,-0.0004579052535589217,3455,-6.814512461514171e-08
0.41246263829013524,0.20309176209047358,0.07505022887888396,82,41,2955,-0.0004460726475825977,3278,-7.023438839630269e-08
0.41246263829013524,0.24244620170823283,0.07018680530408328,82,48,2764,-0.0004336159542561802,3094,-7.265001177104363e-08
0.41246263829013524,0.28942661247167517,0.06519867495699726,82,58,2568,-0.0004196268545212245,2908,-7.521919983817515e-08
0.41246263829013524,0.345510729459222,0.06016123247818469,82,69,2369,-0.000404752643388203,2720,-7.808089946066234e-08
0.41246263829013524,0.41246263829013524,0.055152901002011104,82,82,2172,-0.00038884845278827347,2536,-8.109659736808293e-08
0.41246263829013524,0.49238826317067413,0.05025031049523659,82,98,1979,-0.0003715422249463599,2359,-8.411337260736761e-08
0.41246263829013524,0.5878016072274915,0.0455237066086897,82,118,1793,-0.0003525132927180526,2193,-8.687472095611638e-08
0.41246263829013524,0.701703828670383,0.04103315868046638,82,140,1616,-0.0003328480518242932,2038,-8.950800610553675e-08
0.41246263829013524,0.837677640068292,0.03682596893983195,82,168,1450,-0.0003110106455242387,1900,-9.125899223129069e-08
0.41246263829013524,1.0,0.03293545268039914,82,200,1297,-0.0002883412768994798,1779,-9.218425160155754e-08
0.41246263829013524,1.1937766417144369,0.029381026305589242,82,239,1157,-0.0002639709983620021,1678,-9.161587848525727e-08
0.41246263829013524,1.4251026703029992,0.026169361283088444,82,285,1031,-0.00023862186411930753,1598,-8.93634520190348e-08
0.41246263829013524,1.7012542798525891,0.023296265450254764,82,340,917,-0.00021220330330977498,1539,-8.513058367290425e-08
0.41246263829013524,2.030917620904737,0.02074893844715779,82,406,817,-0.00018510650129752165,1505,-7.861216865880783e-08
0.41246263829013524,2.424462017082328,0.018508294772485067,82,485,729,-0.00015773071582226092,1496,-6.99731677530703e-08
0.41246263829013524,2.8942661247167516,0.016551127715986037,82,579,652,-0.00013065378040426546,1513,-5.962985395524831e-08
0.41246263829013524,3.4551072945922217,0.014851974456699443,82,691,585,-0.00010496905923510786,1558,-4.8453221581936786e-08
0.41246263829013524,4.1246263829013525,0.013384619278198059,82,825,527,-8.095878944420969e-05,1634,-3.7101659629440577e-08
0.41246263829013524,4.923882631706742,0.012123229519620426,82,985,477,-5.803511886412452e-05,1744,-2.590760993541504e-08
0.41246263829013524,5.878016072274912,0.011043156058917238,82,1176,435,-3.6514535440071895e-05,1893,-1.556857484440688e-08
0.41246263829013524,7.01703828670383,0.010121449607918932,82,1403,399,-1.6579442384802278e-05,2084,-6.634536921280163e-09
0.41246263829013524,8.376776400682925,0.009337150454249057,82,1675,368,1.80168210209894e-06,2325,
0.41246263829013524,10.0,0.008671407152941178,82,2000,341,1.8557736627167025e-05,2623,
0.49238826317067413,0.01,0.13107045797880482,98,2,5162,-0.0006092615528575998,5462,-5.625434448497203e-08
0.49238826317067413,0.011937766417144363,0.1303859635322699,98,2,5135,-0.00060780031381363,5435,-5.6406287823526735e-08
0.49238826317067413,0.014251026703029978,0.12957858420692292,98,3,5103,-0.0006060981142838422,5404,-5.6585876573490177e-08
0.49238826317067413,0.017012542798525893,0.12862838268290233,98,3,5065,-0.0006040415556293657,5366,-5.6804991313324335e-08
0.49238826317067413,0.020309176209047358,0.12751302816291468,98,4,5021,-0.0006016777014414701,5323,-5.705896926283093e-08
0.49238826317067413,0.024244620170823284,0.12620784560831672,98,5,4970,-0.0005989230487148566,5273,-5.73582187663867e-08
0.49238826317067413,0.028942661247167517,0.12468602574612897,98,6,4910,-0.0005956696082903192,5214,-5.7717686164326893e-08
0.49238826317067413,0.0345510729459222,0.12291905460815196,98,7,4841,-0.0005919176255462435,5146,-5.814149459623791e-08
0.49238826317067413,0.04124626382901352,0.12087742721891358,98,8,4760,-0.000587504980706715,5066,-5.8654305010454363e-08
0.49238826317067413,0.04923882631706739,0.11853170892871051,98,10,4668,-0.0005824353559181213,4976,-5.924645966095274e-08
0.49238826317067413,0.05878016072274912,0.11585399499359957,98,12,4562,-0.0005765659169631425,4872,-5.995602517377902e-08
0.49238826317067413,0.07017038286703829,0.1128197889577131,98,14,4443,-0.000569952527929002,4755,-6.079026761987369e-08
0.49238826317067413,0.0837677640068292,0.10941026860221789,98,17,4309,-0.0005623686875816676,4624,-6.176237815766402e-08
0.49238826317067413,0.1,0.1056148332264003,98,20,4159,-0.0005538371450319569,4477,-6.291916543199288e-08
0.49238826317067413,0.1193776641714437,0.10143373260080672,98,24,3994,-0.0005442373761834425,4316,-6.425652866001428e-08
0.49238826317067413,0.14251026703029984,0.09688048008002494,98,29,3815,-0.0005335372792130431,4142,-6.579082559103324e-08
0.49238826317067413,0.17012542798525893,0.09198367436641294,98,34,3622,-0.0005219031998827609,3954,-6.759633615374943e-08
0.49238826317067413,0.20309176209047358,0.08678782775099848,98,41,3418,-0.000508935628480976,3757,-6.960545924638471e-08
0.49238826317067413,0.24244620170823283,0.0813528532459545,98,48,3204,-0.0004951593234330812,3550,-7.194824349231654e-08
0.49238826317067413,0.28942661247167517,0.07575201389374671,98,58,2983,-0.0004796733158494095,3339,-7.446817047583563e-08
0.49238826317067413,0.345510729459222,0.07006837177267511,98,69,2759,-0.00046324077979604736,3126,-7.726654943090112e-08
0.49238826317067413,0.41246263829013524,0.06439004585627811,98,82,2536,-0.00044562910808053477,2916,-8.024379629212429e-08
0.49238826317067413,0.49238826317067413,0.058804827149547795,98,98,2316,-0.00042641659884492476,2712,-8.327408270156167e-08
0.49238826317067413,0.5878016072274915,0.05339483607132341,98,118,2103,-0.0004052723027801589,2519,-8.611601548200192e-08
0.49238826317067413,0.701703828670383,0.04823189792790611,98,140,1899,-0.00038332706702473416,2337,-8.889856747853277e-08
0.49238826317067413,0.837677640068292,0.043374160453907865,98,168,1708,-0.00035898515320254086,2174,-9.087495524477532e-08
0.49238826317067413,1.0,0.038864230299511505,98,200,1530,-0.000333548934770767,2028,-9.216095677795286e-08
0.49238826317067413,1.1937766417144369,0.03472883480364754,98,239,1368,-0.00030619137238755296,1905,-9.201236053140076e-08
0.49238826317067413,1.4251026703029992,0.03097978933752711,98,285,1220,-0.0002775058207044492,1803,-9.033980750844756e-08
0.49238826317067413,1.7012542798525891,0.02761591111286334,98,340,1088,-0.00024759158089900096,1726,-8.664561609332601e-08
0.49238826317067413,2.030917620904737,0.02462547670008551,98,406,970,-0.00021663292070519196,1674,-8.07488149340957e-08
0.49238826317067413,2.424462017082328,0.021988855024780995,98,485,866,-0.00018518972177314545,1649,-7.263367446900168e-08
0.49238826317067413,2.8942661247167516,0.01968102955601761,98,579,775,-0.00015392681523264382,1652,-6.26227889473734e-08
0.49238826317067413,3.4551072945922217,0.01767382180773624,98,691,696,-0.0001241133013390438,1685,-5.1524095140832845e-08
0.49238826317067413,4.1246263829013525,0.015937720030191324,98,825,628,-9.613027303895056e-05,1751,-3.9985638420274596e-08
0.49238826317067413,4.923882631706742,0.0144432892893546,98,985,569,-6.927455741312515e-05,1852,-2.8347528977119336e-08
0.49238826317067413,5.878016072274912,0.013162188156698841,98,1176,518,-4.3885092745647876e-05,1992,-1.7340951486394334e-08
0.49238826317067413,7.01703828670383,0.012067844951371014,98,1403,475,-2.0325525706477034e-05,2176,-7.612556444373422e-09
0.49238826317067413,8.376776400682925,0.011135857681919485,98,1675,439,1.4194332706078921e-06,2412,
0.49238826317067413,10.0,0.010344181887867657,98,2000,407,2.133660625912485e-05,2705,
0.5878016072274915,0.01,0.14774330983337888,118,2,5818,-0.0006866296393597917,6138,-5.633320310580535e-08
0.5878016072274915,0.011937766417144363,0.14701872717464703,118,2,5790,-0.0006851142803512301,6110,-5.6473530313497815e-08
0.5878016072274915,0.014251026703029978,0.14616346566553753,118,3,5756,-0.0006833139224283136,6077,-5.6644311348221006e-08
0.5878016072274915,0.017012542798525893,0.14515608299379124,118,3,5716,-0.0006811491238446519,6037,-5.684940657912038e-08
0.5878016072274915,0.020309176209047358,0.14397246390710627,118,4,5670,-0.0006786869124774353,5992,-5.708624188121889e-08
0.5878016072274915,0.024244620170823284,0.14258582605628095,118,5,5615,-0.0006757254495517237,5938,-5.737378154732065e-08
0.5878016072274915,0.028942661247167517,0.14096688549746986,118,6,5551,-0.0006722649721913166,5875,-5.771485779507252e-08
0.5878016072274915,0.0345510729459222,0.1390842444388278,118,7,5477,-0.0006682515928245475,5802,-5.811853742751377e-08
0.5878016072274915,0.04124626382901352,0.1369050720862495,118,8,5391,-0.0006635772992844162,5717,-5.8601059313473075e-08
0.5878016072274915,0.04923882631706739,0.1343961514771928,118,10,5293,-0.0006582000543074435,5621,-5.916022102906091e-08
0.5878016072274915,0.05878016072274912,0.13152535602090307,118,12,5179,-0.0006519136134028992,5509,-5.983515739125438e-08
0.5878016072274915,0.07017038286703829,0.12826359315924196,118,14,5051,-0.0006448278821936593,5383,-6.06266883345361e-08
0.5878016072274915,0.0837677640068292,0.12458720342141093,118,17,4906,-0.0006366683886118828,5241,-6.155405739515692e-08
0.5878016072274915,0.1,0.12048072793236214,118,20,4745,-0.000627558084047048,5083,-6.264430154794946e-08
0.5878016072274915,0.1193776641714437,0.11593985864152942,118,24,4566,-0.0006172175823490134,4908,-6.391639145179e-08
0.5878016072274915,0.14251026703029984,0.11097427495770076,118,29,4370,-0.000605609938962512,4717,-6.538793095969597e-08
0.5878016072274915,0.17012542798525893,0.10560997142058957,118,34,4159,-0.0005930041138706273,4511,-6.710954667653053e-08
0.5878016072274915,0.20309176209047358,0.09989062678136627,118,41,3934,-0.0005788859280458507,4293,-6.904354393726541e-08
0.5878016072274915,0.24244620170823283,0.09387759109598937,118,48,3697,-0.0005638300638597709,4063,-7.129977489033355e-08
0.5878016072274915,0.28942661247167517,0.08764819871306309,118,58,3452,-0.0005469596310546575,3828,-7.37333152317928e-08
0.5878016072274915,0.345510729459222,0.08129234913868065,118,69,3201,-0.0005289242754075147,3588,-7.646685220954551e-08
0.5878016072274915,0.41246263829013524,0.0749075958219396,118,82,2950,-0.0005095691286992108,3350,-7.939687265490975e-08
0.5878016072274915,0.49238826317067413,0.06859327370015661,118,98,2701,-0.0004884234432851685,3117,-8.241986947188485e-08
0.5878016072274915,0.5878016072274915,0.06244439754761667,118,118,2459,-0.00046514205523069457,2895,-8.531022442221251e-08
0.5878016072274915,0.701703828670383,0.05654611259949968,118,140,2227,-0.0004409359533653746,2685,-8.816814635346257e-08
0.5878016072274915,0.837677640068292,0.05096936075026231,118,168,2007,-0.000413932357654896,2493,-9.037271905972908e-08
0.5878016072274915,1.0,0.04576817733865014,118,200,1802,-0.0003856450260361303,2320,-9.194984979688759e-08
0.5878016072274915,1.1937766417144369,0.040978729638923635,118,239,1614,-0.0003550579109717395,2171,-9.223337497577372e-08
0.5878016072274915,1.4251026703029992,0.03661992985627985,118,285,1442,-0.0003228347288658883,2045,-9.107584573667815e-08
0.5878016072274915,1.7012542798525891,0.032695261964373806,118,340,1288,-0.0002890317135912607,1946,-8.797137548736903e-08
0.5878016072274915,2.030917620904737,0.029195376153968607,118,406,1150,-0.00025382923527908583,1874,-8.268053266419733e-08
0.5878016072274915,2.424462017082328,0.026101016219723973,118,485,1028,-0.00021783313813474118,1831,-7.5111767145753e-08
0.5878016072274915,2.8942661247167516,0.02338592273634276,118,579,921,-0.0001817994746600094,1818,-6.549349914260526e-08
0.5878016072274915,3.4551072945922217,0.021019462345975393,118,691,828,-0.00014719367316827633,1837,-5.455416110783669e-08
0.5878016072274915,4.1246263829013525,0.018968841267027418,118,825,747,-0.00011447006287030664,1890,-4.292283974918505e-08
0.5878016072274915,4.923882631706742,0.01720085085206899,118,985,677,-8.291814040505539e-05,1980,-3.0892574142743654e-08
0.5878016072274915,5.878016072274912,0.015683157179407044,118,1176,618,-5.302752484098993e-05,2112,-1.9249696826171055e-08
0.5878016072274915,7.01703828670383,0.014385185614943714,118,1403,566,-2.5032641698646565e-05,2287,-8.705067984395321e-09
0.5878016072274915,8.376776400682925,0.013278669645431784,118,1675,523,8.770868751354913e-07,2516,
0.5878016072274915,10.0,0.012337937067048119,118,2000,486,2.463244868416582e-05,2804,
0.701703828670383,0.01,0.1654289878383494,140,2,6515,-0.0007646980996921764,6857,-5.609334240659715e-08
0.701703828670383,0.011937766417144363,0.1646729582570044,140,2,6485,-0.0007630745007544319,6827,-5.622666053276979e-08
0.701703828670383,0.014251026703029978,0.16377992289962312,140,3,6450,-0.0007612302278959764,6793,-5.6383247751720345e-08
0.701703828670383,0.017012542798525893,0.1627271363961946,140,3,6408,-0.0007589571893831346,6751,-5.657391619306395e-08
0.701703828670383,0.020309176209047358,0.16148890899644064,140,4,6359,-0.000756342847540003,6703,-5.6798017441703514e-08
0.701703828670383,0.024244620170823284,0.16003655988462412,140,5,6302,-0.000753283380587326,6647,-5.706225404189097e-08
0.701703828670383,0.028942661247167517,0.15833852430510637,140,6,6235,-0.000749670768518543,6581,-5.737832508140149e-08
0.701703828670383,0.0345510729459222,0.1563606796414896,140,7,6157,-0.0007454511072601395,6504,-5.7754314407074105e-08
0.701703828670383,0.04124626382901352,0.15406696633989128,140,8,6067,-0.000740570488685825,6415,-5.819953733106254e-08
0.701703828670383,0.04923882631706739,0.15142038512795597,140,10,5963,-0.0007348886435899817,6313,-5.8722878990962635e-08
0.701703828670383,0.05878016072274912,0.1483844473936189,140,12,5843,-0.0007282972542113516,6195,-5.9347610132186166e-08
0.701703828670383,0.07017038286703829,0.14492513456524214,140,14,5707,-0.0007207978799668257,6061,-6.00851163833143e-08
0.701703828670383,0.0837677640068292,0.14101337819871798,140,17,5553,-0.0007121792172998013,5910,-6.094753133042717e-08
0.701703828670383,0.1,0.136628000170587,140,20,5380,-0.0007024458445572688,5740,-6.197030882183542e-08
0.701703828670383,0.1193776641714437,0.13175895169649343,140,24,5189,-0.0006914882229811723,5553,-6.315214702519301e-08
0.701703828670383,0.14251026703029984,0.12641056949328108,140,29,4978,-0.0006791038805333059,5347,-6.452832926014772e-08
0.701703828670383,0.17012542798525893,0.12060444813851219,140,34,4749,-0.0006655523305919913,5123,-6.614539618444033e-08
0.701703828670383,0.20309176209047358,0.11438144286908938,140,41,4504,-0.0006503791344438031,4885,-6.796616781868033e-08
0.701703828670383,0.24244620170823283,0.1078023068746335,140,48,4245,-0.0006341443921248721,4633,-7.008824157528594e-08
0.701703828670383,0.28942661247167517,0.10094656588915184,140,58,3975,-0.00061590911240728,4373,-7.240027182406019e-08
0.701703828670383,0.345510729459222,0.09390945164889623,140,69,3698,-0.0005964136276290562,4107,-7.49930374791971e-08
0.701703828670383,0.41246263829013524,0.08679702771091269,140,82,3418,-0.0005753725531376204,3840,-7.780856518402596e-08
0.701703828670383,0.49238826317067413,0.07971997915647726,140,98,3139,-0.0005523829697696951,3577,-8.073932988524476e-08
0.701703828670383,0.5878016072274915,0.07278681113519767,140,118,2866,-0.000527038316896065,3324,-8.3595307090661e-08
0.701703828670383,0.701703828670383,0.06609732779279386,140,140,2603,-0.0005006059479499145,3083,-8.645864817135302e-08
0.701703828670383,0.837677640068292,0.05973720267853245,140,168,2352,-0.00047107001157283885,2860,-8.877928933842665e-08
0.701703828670383,1.0,0.053774223590380095,140,200,2118,-0.00044006986420646476,2658,-9.053594204283825e-08
0.701703828670383,1.1937766417144369,0.048256469377031874,140,239,1900,-0.00040629644537263667,2479,-9.120009997141114e-08
0.701703828670383,1.4251026703029992,0.04321234528656072,140,285,1702,-0.0003706765333083707,2327,-9.047334523816246e-08
0.701703828670383,1.7012542798525891,0.038652145580435504,140,340,1522,-0.00033298974944250594,2202,-8.797894502401818e-08
0.701703828670383,2.030917620904737,0.0345706694094733,140,406,1361,-0.00029356636676795535,2107,-8.334176501741843e-08
0.701703828670383,2.424462017082328,0.03095038978687091,140,485,1219,-0.0002530305771135725,2044,-7.640365760609841e-08
0.701703828670383,2.8942661247167516,0.027764737934614345,140,579,1093,-0.00021211290460057276,2012,-6.736480366643358e-08
0.701703828670383,3.4551072945922217,0.024981176459453462,140,691,984,-0.00017257346112866566,2015,-5.6798227046388725e-08
0.701703828670383,4.1246263829013525,0.02256385790993216,140,825,889,-0.00013495484172548842,2054,-4.530875380233684e-08
0.701703828670383,4.923882631706742,0.02047577467998547,140,985,806,-9.843663632720956e-05,2131,-3.3152131968857206e-08
0.701703828670383,5.878016072274912,0.01868038916750995,140,1176,736,-6.366842811647318e-05,2252,-2.1100147183199394e-08
0.701703828670383,7.01703828670383,0.017142787031599646,140,1403,675,-3.0988388097818485e-05,2418,-9.93217567237772e-09
0.701703828670383,8.376776400682925,0.015830425049150016,140,1675,623,-5.232197288644077e-07,2638,-1.5923081781187847e-10
0.701703828670383,10.0,0.01471355483907022,140,2000,579,2.7475577784505645e-05,2919,
0.837677640068292,0.01,0.18396100947603983,168,2,7244,-0.0008485425519705197,7614,-5.60176918548036e-08
0.837677640068292,0.011937766417144363,0.18318395491258252,168,2,7214,-0.0008469189530327729,7584,-5.613731380995886e-08
0.837677640068292,0.014251026703029978,0.18226538602246603,168,3,7178,-0.0008450319998496477,7549,-5.6282486076416576e-08
0.837677640068292,0.017012542798525893,0.18118152561885145,168,3,7135,-0.0008427048413722138,7506,-5.6457340106938965e-08
0.837677640068292,0.020309176209047358,0.17990540178197256,168,4,7085,-0.0008400480669985532,7457,-5.666275898111034e-08
0.837677640068292,0.024244620170823284,0.17840674138217566,168,5,7026,-0.0008368922725034613,7399,-5.6908064475784186e-08
0.837677640068292,0.028942661247167517,0.17665200666119107,168,6,6957,-0.0008331835357420828,7331,-5.719947273717674e-08
0.837677640068292,0.0345510729459222,0.17460464095901912,168,7,6876,-0.0008288138112447135,7251,-5.7548361985157207e-08
0.837677640068292,0.04124626382901352,0.17222560276629534,168,8,6782,-0.000823729170210434,7158,-5.796305260401835e-08
0.837677640068292,0.04923882631706739,0.16947427649135285,168,10,6674,-0.0008178561629572935,7052,-5.844768819158302e-08
0.837677640068292,0.05878016072274912,0.16630984890909029,168,12,6549,-0.0008110199028341983,6929,-5.902636563965239e-08
0.837677640068292,0.07017038286703829,0.16269322582210838,168,14,6407,-0.0008032218067416326,6789,-5.970897176847587e-08
0.837677640068292,0.0837677640068292,0.15858952662318826,168,17,6245,-0.0007942093965942917,6630,-6.051211421082925e-08
0.837677640068292,0.1,0.1539711284719697,168,20,6063,-0.000784028051171282,6451,-6.146096671908029e-08
0.837677640068292,0.1193776641714437,0.1488211336190506,168,24,5861,-0.0007725264515939928,6253,-6.25606515150086e-08
0.837677640068292,0.14251026703029984,0.1431370077958272,168,29,5637,-0.0007595003621469719,6034,-6.384244433201854e-08
0.837677640068292,0.17012542798525893,0.13693400143100987,168,34,5392,-0.0007451408808032126,5794,-6.535360410073012e-08
0.837677640068292,0.20309176209047358,0.1302478499245734,168,41,5129,-0.0007290662765979876,5538,-6.705808933992763e-08
0.837677640068292,0.24244620170823283,0.12313619669720885,168,48,4849,-0.0007117558639082393,5265,-6.90491488042483e-08
0.837677640068292,0.28942661247167517,0.11567823616113217,168,58,4555,-0.000692284657413129,4981,-7.123589321202783e-08
0.837677640068292,0.345510729459222,0.10797225893096081,168,69,4252,-0.0006714152619361658,4689,-7.369217062479594e-08
0.837677640068292,0.41246263829013524,0.10013108838480511,168,82,3943,-0.0006487922224622736,4393,-7.638493174513329e-08
0.837677640068292,0.49238826317067413,0.09227577028969298,168,98,3634,-0.0006240853590322324,4100,-7.920508252348316e-08
0.837677640068292,0.5878016072274915,0.08452822310940562,168,118,3329,-0.0005967734632705262,3815,-8.20063683182074e-08
0.837677640068292,0.701703828670383,0.07700377591529838,168,140,3032,-0.0005681011711434644,3540,-8.487634928517325e-08
0.837677640068292,0.837677640068292,0.0698045450918053,168,168,2749,-0.0005361370814040355,3285,-8.726246287476408e-08
0.837677640068292,1.0,0.06301442248631246,168,200,2482,-0.0005023425783857276,3050,-8.92057540001079e-08
0.837677640068292,1.1937766417144369,0.056696122585893696,168,239,2233,-0.0004654280305810448,2840,-9.015869426557145e-08
0.837677640068292,1.4251026703029992,0.050890360785416595,168,285,2004,-0.0004261748933316428,2657,-8.988831706410305e-08
0.837677640068292,1.7012542798525891,0.045616906267333994,168,340,1796,-0.0003844416339282698,2504,-8.79358883052147e-08
0.837677640068292,2.030917620904737,0.04087703730231501,168,406,1610,-0.0003405107635812831,2384,-8.390271131019197e-08
0.837677640068292,2.424462017082328,0.03665684424879311,168,485,1444,-0.00029490470479156216,2297,-7.763183375405715e-08
0.837677640068292,2.8942661247167516,0.03293085713209778,168,579,1297,-0.0002485307324185823,2244,-6.917312362744714e-08
0.837677640068292,3.4551072945922217,0.029665579700973985,168,691,1168,-0.00020323680788853827,2227,-5.905094193848955e-08
0.837677640068292,4.1246263829013525,0.026822646533787572,168,825,1056,-0.0001598562094397392,2249,-4.7757618049419575e-08
0.837677640068292,4.923882631706742,0.024361449820309636,168,985,959,-0.00011750440155368019,2312,-3.550668454132527e-08
0.837677640068292,5.878016072274912,0.02224118774780026,168,1176,876,-7.686581809537755e-05,2420,-2.3075621456175115e-08
0.837677640068292,7.01703828670383,0.020422359757209838,168,1403,804,-3.845346414254291e-05,2575,-1.1272840952210658e-08
0.837677640068292,8.376776400682925,0.018867776968869394,168,1675,743,-2.4720328489248934e-06,2786,-6.946410082627724e-10
0.837677640068292,10.0,0.017543175009703853,168,2000,691,3.0786264071939716e-05,3059,
1.0,0.01,0.20314810298004596,200,2,8000,-0.0009326367226022145,8402,-5.5773036873712147e-08
1.0,0.011937766417144363,0.20236170028078154,200,2,7969,-0.0009309590036998778,8371,-5.588405161607933e-08
1.0,0.014251026703029978,0.20143135903415674,200,3,7932,-0.0009290289090011438,8335,-5.601864591053358e-08
1.0,0.017012542798525893,0.20033260087209717,200,3,7889,-0.0009267017505237106,8292,-5.617545418703722e-08
1.0,0.020309176209047358,0.19903753712103595,200,4,7838,-0.0009240022736441513,8242,-5.63638726548143e-08
1.0,0.024244620170823284,0.19751469815659808,200,5,7778,-0.0009208041915576503,8183,-5.658784421191893e-08
1.0,0.028942661247167517,0.19572899043916756,200,6,7708,-0.0009170535586977764,8114,-5.685278151318613e-08
1.0,0.0345510729459222,0.19364184641224041,200,7,7626,-0.0009126423068292384,8033,-5.7168630674267814e-08
1.0,0.04124626382901352,0.19121164753432962,200,8,7530,-0.0009074623650598477,7938,-5.754650616770969e-08
1.0,0.04923882631706739,0.18839451338691712,200,10,7419,-0.000901453830604612,7829,-5.799084904524817e-08
1.0,0.05878016072274912,0.1851455557285625,200,12,7291,-0.0008944831792077137,7703,-5.8517875549058706e-08
1.0,0.07017038286703829,0.18142068937115421,200,14,7144,-0.0008864434324455201,7558,-5.9144490734140403e-08
1.0,0.0837677640068292,0.17717906411239867,200,17,6977,-0.0008772053654800083,7394,-5.987717237585107e-08
