beta_theory,gamma_theory,alpha_theory,m_beta,m_gamma,m_alpha,gm,area,fom
0.028942661247167517,0.0837677640068292,0.007671095806028197,3,8,63,-1.100494826787267e-05,174,-1.927649022223274e-08
0.028942661247167517,0.1,0.007213277369656236,3,10,59,-1.0750406772375564e-05,172,-1.9772681207238484e-08
0.028942661247167517,0.1193776641714437,0.006733541193443363,3,12,55,-1.0490813444667185e-05,170,-2.0311352264602487e-08
0.028942661247167517,0.14251026703029984,0.0062382551950157464,3,14,51,-1.0226977228689564e-05,168,-2.0901241015102317e-08
0.028942661247167517,0.17012542798525893,0.005734700821664832,3,17,47,-9.932985856025732e-06,167,-2.1448900574445546e-08
0.028942661247167517,0.20309176209047358,0.0052306630778472,3,20,43,-9.632890123781304e-06,166,-2.2048272199087445e-08
0.028942661247167517,0.24244620170823283,0.004733956788160973,3,24,39,-9.298007787638118e-06,166,-2.2584425036769782e-08
0.028942661247167517,0.28942661247167517,0.004251949019150458,3,29,35,-8.926178354084936e-06,167,-2.3035298978283707e-08
0.028942661247167517,0.345510729459222,0.003791138412903694,3,35,31,-8.517488657763128e-06,169,-2.338042453407392e-08
0.028942661247167517,0.41246263829013524,0.0033568400938591195,3,41,27,-8.106713376126204e-06,171,-2.3766383395268847e-08
0.028942661247167517,0.49238826317067413,0.0029530036012537907,3,49,24,-7.687017068030287e-06,176,-2.3493328447525327e-08
0.028942661247167517,0.5878016072274915,0.0025821672098172636,3,59,21,-7.211361976918478e-06,183,-2.2871430310556545e-08
0.028942661247167517,0.701703828670383,0.0022455312202914217,3,70,18,-6.719609799891472e-06,191,-2.207493363959091e-08
0.028942661247167517,0.837677640068292,0.001943119409170234,3,84,16,-6.2183146292427425e-06,203,-2.0468448417520548e-08
0.028942661247167517,1.0,0.0016739929736984606,3,100,14,-5.697042988758914e-06,217,-1.866658908505542e-08
0.028942661247167517,1.1937766417144369,0.0014364836637944128,3,119,12,-5.14516600210362e-06,234,-1.6618753236768796e-08
0.028942661247167517,1.4251026703029992,0.0012284197046804276,3,143,10,-4.5406462329793405e-06,256,-1.423400073034276e-08
0.028942661247167517,1.7012542798525891,0.0010473267908544654,3,170,9,-4.000451003058102e-06,282,-1.1811192805013587e-08
0.028942661247167517,2.030917620904737,0.0008905947188944788,3,203,7,-3.382496662161214e-06,313,-9.472127309328517e-09
